iso2,year,m_04,m_514,m_014,m_1524,m_2534,m_3544,m_4554,m_5564,m_65,f_04,f_514,f_014,f_1524,f_2534,f_3544,f_4554,f_5564,f_65
JM,2030,108880,236148,345028,233157,213788,192369,126561,130881,160662,103605,224574,328179,221092,211203,195532,151964,162265,200681
JM,2031,107011,233516,340527,232453,209907,196212,129167,127691,165396,101824,222059,323883,220257,206458,199039,152474,159839,208555
JM,2032,105176,230589,335765,231643,206412,199284,132753,124056,169840,100075,219264,319339,219429,201907,202106,153661,156843,216300
JM,2033,103385,227418,330803,230711,203376,201370,137142,120319,173947,98367,216237,314604,218555,197715,204382,155517,153560,223819
JM,2034,101639,224075,325714,229663,200820,202232,142084,116917,177681,96704,213047,309751,217593,194039,205444,158015,150349,231024
JM,2035,99945,220623,320568,228495,198749,201739,147355,114190,181012,95089,209753,304842,216505,190982,205023,161100,147494,237835
JM,2036,98305,217085,315390,227191,197235,199788,152860,112254,183950,93526,206376,299902,215260,188646,202976,164727,145115,244223
JM,2037,96728,213473,310201,225714,196278,196529,158500,111109,186472,92024,202932,294956,213824,187015,199468,168779,143239,250144
JM,2038,95233,209835,305068,224018,195708,192420,164025,110838,188480,90600,199459,290059,212161,185915,194938,173033,141933,255500
JM,2039,93843,206214,300057,222052,195280,188092,169150,111491,189851,89275,196005,285280,210238,185074,190007,177208,141233,260174
JM,2040,92569,202650,295219,219785,194805,184030,173640,113080,190529,88063,192605,280668,208036,184287,185166,181058,141163,264103
JM,2041,91411,199174,290585,217213,194193,180462,177342,115583,190547,86962,189288,276250,205552,183451,180656,184405,141738,267296
JM,2042,90355,195803,286158,214357,193439,177396,180174,118940,190024,85958,186074,272032,202803,182559,176512,187130,142962,269822
JM,2043,89379,192553,281932,211258,192586,174718,182102,123055,189136,85031,182974,268005,199819,181650,172652,189142,144825,271802
JM,2044,88456,189431,277887,207963,191680,172284,183106,127800,188089,84154,179998,264152,196638,180764,168980,190352,147297,273379
JM,2045,87558,186450,274008,204524,190741,170022,183157,133011,187093,83301,177155,260456,193305,179904,165486,190644,150324,274702
JM,2046,86658,183621,270279,200990,189739,167965,182209,138497,186356,82447,174458,256905,189870,179011,162274,189865,153823,275927
JM,2047,85732,180958,266690,197409,188592,166267,180190,144032,186071,81568,171921,253489,186386,177961,159586,187820,157686,277203
JM,2048,84756,178478,263234,193825,187163,165210,177002,149361,186425,80640,169558,250198,182910,176563,157802,184271,161777,278674
JM,2049,83709,176198,259907,190282,185265,165202,172522,154198,187592,79645,167389,247034,179504,174558,157443,178936,165931,280484
JM,2050,82569,174139,256708,186817,182653,166769,166605,158221,189738,78561,165432,243993,176232,171623,159158,171493,169959,282767
JO,1950,46654,66267,112921,41695,25737,20248,17501,14870,12223,41176,61867,103043,40718,27666,18575,14213,12426,10653
JO,1951,50590,75429,126019,47998,29146,22229,18876,15976,12963,45116,69936,115052,46009,31497,20398,15855,13468,11412
JO,1952,53350,81796,135146,52802,31718,23516,19739,16673,13549,47960,75286,123246,50074,34188,21759,16917,14137,12021
JO,1953,55648,86845,142493,56967,34073,24553,20383,17145,14084,50309,79352,129661,53696,36379,23033,17707,14608,12596
JO,1954,58018,91662,149680,61126,36653,25665,21026,17532,14645,52626,83192,135818,57434,38546,24482,18457,15012,13219
JO,1955,60810,96936,157746,65681,39723,27057,21800,17927,15273,55231,87490,142721,61619,40997,26261,19316,15440,13936
JO,1956,64183,102945,167128,70788,43368,28808,22753,18375,15978,58303,92538,150841,66353,43866,28408,20351,15936,14750
JO,1957,68117,109573,177690,76375,47495,30876,23853,18872,16737,61880,98251,160131,71514,47122,30856,21547,16501,15629
JO,1958,72433,116373,188806,82172,51864,33120,24996,19377,17498,65880,104229,170109,76790,50589,33442,22826,17101,16506
JO,1959,76844,122660,199504,87768,56129,35324,26033,19821,18195,70133,109845,179978,81739,53994,35940,24058,17675,17296
JO,1960,81082,127818,208900,92787,59978,37292,26830,20137,18767,74474,114531,189005,85962,57081,38149,25123,18165,17921
JO,1961,85043,131615,216658,97065,63272,38946,27335,20304,19185,78843,118080,196923,89290,59745,39978,25978,18552,18346
JO,1962,88907,134482,223389,100816,66172,40408,27639,20374,19478,83374,120906,204280,91941,62143,41531,26707,18884,18611
JO,1963,93194,137638,230832,104698,69192,42035,27996,20488,19745,88431,124162,212593,94595,64745,43139,27548,19287,18836
JO,1964,98612,142739,241351,109618,73049,44322,28759,20836,20122,94504,129413,223917,98192,68196,45264,28818,19928,19192
JO,1965,105616,150896,256512,116160,78211,47592,30167,21541,20695,101894,137701,239595,103360,72910,48212,30731,20920,19792
JO,1966,114417,162757,277174,124730,84803,51967,32334,22679,21530,110736,149582,260318,110449,79044,52112,33389,22315,20701
JO,1967,124712,177771,302483,134967,92520,57253,35146,24182,22580,120778,164512,285290,119130,86312,56790,36669,24048,21864
JO,1968,135810,194377,330187,145767,100859,63064,38322,25859,23704,131441,181085,312526,128520,94120,61883,40271,25956,23145
JO,1969,146739,210342,357081,155578,109106,68849,41456,27438,24692,141925,197290,339215,137360,101633,66870,43775,27808,24349
JO,1970,156774,224114,380888,163339,116681,74187,44258,28729,25411,151621,211691,363312,144774,108210,71364,46870,29435,25335
JO,1971,165726,234993,400719,168642,123692,79012,46629,29669,25822,160417,223718,384135,150460,113854,75267,49472,30809,26056
JO,1972,173742,243613,417355,171996,130158,83380,48663,30334,26009,168401,233843,402244,154789,118672,78667,51663,31974,26582
JO,1973,180856,251369,432225,174396,135338,87145,50496,30840,26111,175426,242931,418357,158384,122283,81596,53505,32926,27023
JO,1974,187206,260319,447525,177290,138306,90162,52348,31360,26329,181374,252320,433694,162174,124254,84148,55121,33680,27556
JO,1975,192925,271882,464807,181752,138548,92366,54376,32031,26819,186221,262945,449166,166854,124396,86407,56611,34265,28304
JO,1976,197995,286575,484570,188081,135543,93611,56619,32869,27548,189833,275181,465014,172591,122330,88339,57973,34640,29287
JO,1977,202451,303739,506190,196024,129860,93992,59019,33846,28493,192363,288612,480975,179225,118436,89944,59204,34841,30470
JO,1978,206578,322201,528779,205444,123414,93990,61522,35000,29836,194438,302453,496891,186741,114221,91388,60416,35069,31849
JO,1979,210748,340241,550989,216017,118844,94265,64044,36365,31795,196911,315552,512463,195038,111731,92888,61749,35588,33414
JO,1980,215262,356629,571891,227498,118006,95280,66527,37959,34482,200409,327153,527562,204032,112386,94598,63308,36581,35140
JO,1981,220129,371038,591167,239994,121999,97395,69002,39861,38041,205114,336932,542046,213929,117093,96697,65176,38164,37040
JO,1982,225367,383915,609282,253614,130274,100480,71516,42064,42311,210899,345360,556259,224802,125366,99170,67351,40272,39088
JO,1983,231288,395750,627038,268099,141054,103929,74042,44396,46729,217691,353438,571129,236282,135556,101747,69752,42695,41177
JO,1984,238264,407332,645596,283106,151687,106853,76548,46614,50527,225306,362577,587883,247853,145241,104037,72250,45118,43171
JO,1985,246498,419277,665775,298423,160438,108708,79037,48578,53172,233566,373785,607351,259233,152822,105820,74769,47330,44967
JO,1986,256192,431502,687694,313597,166059,109142,81395,50122,54478,242512,387255,629767,269877,157294,106948,77213,49218,46562
JO,1987,267125,443880,711005,328727,169592,108625,83690,51365,54650,252093,402627,654720,280077,159574,107695,79658,50888,47984
JO,1988,278554,456921,735475,344785,174292,108421,86323,52782,54030,261907,419657,681564,291356,162272,108775,82400,52610,49187
JO,1989,289456,471256,760712,363126,184713,110274,89825,55032,53145,271433,437908,709341,305809,169062,111155,85842,54769,50120
JO,1990,299091,487238,786329,384535,203785,115382,94532,58536,52408,280283,456948,737231,324731,182371,115522,90234,57620,50788
JO,1991,307152,505312,812464,409676,233143,124257,100676,63542,51888,288262,476958,765220,349003,203407,122130,95744,61283,51148
JO,1992,313827,525123,838950,437737,270843,136388,108014,69786,51558,295415,497771,793186,377628,230767,130752,102181,65616,51287
JO,1993,319486,545257,864743,466240,311887,150709,115811,76559,51614,301896,518192,820088,407746,261099,140994,109001,70296,51471
JO,1994,324725,563762,888487,491789,349256,165633,123046,82864,52273,307977,536666,844643,435383,289636,152237,115451,74866,52055
JO,1995,329969,579309,909278,512038,378000,180000,129000,88000,53687,313842,552157,865999,457752,313000,164000,121000,79000,53298
JO,1996,335405,591157,926562,525940,396344,193553,133513,91671,55946,319626,563971,883597,473698,330051,176262,125543,82568,55276
JO,1997,340868,599885,940753,534457,406079,206625,136878,94129,59021,325233,572572,897805,484256,341986,189109,129296,85684,57933
JO,1998,346028,607086,953114,539728,410210,219358,139414,95882,62787,330367,579506,909873,491527,350626,202301,132454,88555,61232
JO,1999,350395,615070,965465,544923,413364,232074,141623,97702,67041,334611,586996,921607,498679,358819,215560,135340,91500,65079
JO,2000,353681,625428,979109,552343,419006,245054,143953,100133,71616,337730,596590,934320,508005,368700,228728,138256,94745,69392
JO,2001,355619,638814,994433,562533,427534,258046,146373,103386,76466,339449,608907,948356,519989,380377,241466,141151,98371,74195
JO,2002,356480,654495,1010975,574761,438041,271018,148976,107249,81575,340023,623298,963321,533844,393272,253866,144129,102283,79455
JO,2003,357148,671002,1028150,588499,451114,284742,152486,111349,86838,340387,638498,978885,549066,407995,266707,147846,106334,84956
JO,2004,358833,686186,1045019,602787,467192,300245,157812,115119,92132,341818,652639,994457,564741,425167,281083,153132,110300,90401
JO,2005,362338,698531,1060869,616845,486362,318158,165571,118189,97354,345161,664397,1009558,580116,445035,297672,160556,114032,95586
JO,2006,368055,707556,1075611,630808,509377,338932,176097,120484,102470,350837,673390,1024227,595347,468200,316916,170410,117551,100406
JO,2007,375535,713858,1089393,644770,535730,362058,189149,122248,107440,358382,680134,1038516,610495,494107,338295,182472,120960,104915
JO,2008,383701,718313,1102014,657837,562667,386026,204042,123810,112174,366669,685291,1051960,624592,520404,360359,196149,124288,109258
JO,2009,391011,722255,1113266,668870,586434,408742,219768,125635,116563,374089,689887,1063976,636393,543886,381094,210560,127584,113658
JO,2010,396353,726677,1123030,677124,604391,428725,235573,128100,120549,379477,694688,1074165,645092,562293,399095,225050,130930,118275
JO,2011,399403,731708,1131111,682196,615531,445304,251198,131299,124105,382494,699752,1082246,650239,574799,413721,239383,134303,123180
JO,2012,400492,737057,1137549,684487,620789,458973,266788,135246,127280,383489,704863,1088352,652288,582173,425499,253689,137829,128320
JO,2013,399962,742785,1142747,685075,621875,470849,282478,140138,130183,382836,710186,1093022,652473,585735,435613,268097,141906,133601
JO,2014,398406,748871,1147277,685499,621428,482621,298539,146181,132964,381173,715864,1097037,652553,587549,445832,282868,147054,138873
JO,2015,396295,755236,1151531,686916,621451,495477,315141,153520,135752,379003,721938,1100941,653833,589210,457403,298157,153644,144048
JO,2016,393666,762044,1155710,689632,622315,509768,332289,162226,138617,376373,728597,1104970,656688,590964,470668,314006,161811,149135
JO,2017,390458,769173,1159631,693420,623639,524969,349787,172277,141613,373209,735677,1108886,660840,592575,485114,330223,171460,154231
JO,2018,386947,775895,1162842,698250,625800,540336,367360,183600,144855,369771,742412,1112183,666151,594599,500109,346472,182437,159471
JO,2019,383454,781232,1164686,703934,629080,554757,384647,196063,148481,366357,747769,1114126,672263,597604,514682,362302,194478,165023
JO,2020,380220,784493,1164713,710300,633647,567429,401396,209537,152604,363191,751016,1114207,678887,601970,528098,377405,207362,171044
JO,2021,377387,785435,1162822,717348,639860,578235,417398,223976,157306,360411,751901,1112312,685989,608085,540321,391556,221022,177590
JO,2022,374951,784299,1159250,725074,647714,587470,432702,239306,162656,358018,750683,1108701,693613,615888,551538,404872,235426,184714
JO,2023,372826,781493,1154319,733260,656530,595243,447617,255319,168753,355926,747790,1103716,701599,624726,561526,417795,250421,192559
JO,2024,370843,777660,1148503,741618,665323,601779,462602,271759,175694,353971,743890,1097861,709748,633624,570051,430973,265831,201280
JO,2025,368879,773306,1142185,749870,673382,607314,477936,288410,183569,352030,739509,1091539,717845,641880,577024,444830,281492,211006
JO,2026,366932,768527,1135459,757997,680441,611761,493755,305193,192418,350102,734749,1084851,725890,649260,582229,459506,297367,221803
JO,2027,365051,763297,1128348,765841,686729,615235,509805,322038,202280,348235,729574,1077809,733705,655989,585878,474730,313367,233692
JO,2028,363215,757866,1121081,772830,692642,618430,525502,338756,213212,346410,724219,1070629,740691,662374,588837,490013,329218,246693
JO,2029,361405,752508,1113913,778249,698790,622248,540047,355142,225274,344607,718935,1063542,746094,668907,592283,504661,344595,260800
JO,2030,359605,747425,1107030,781606,705598,627315,552869,371052,238501,342813,713908,1056721,749397,675925,597049,518149,359281,276005
JO,2031,357825,742761,1100586,782679,713074,633979,563846,386289,252903,341036,709280,1050316,750369,683403,603511,530432,373055,292298
JO,2032,356065,738531,1094596,781647,720979,642040,573173,400859,268452,339278,705069,1044347,749204,691134,611416,541613,385997,309667
JO,2033,354293,734636,1088929,778929,729180,650901,580998,415074,285074,337513,701181,1038694,746345,699055,620195,551514,398554,328104
JO,2034,352465,730895,1083360,775168,737476,659665,587590,429385,302660,335709,697441,1033150,742462,707061,628971,559960,411370,347587
JO,2035,350566,727174,1077740,770872,745654,667694,593217,444072,321119,333856,693721,1027577,738088,715015,637116,566896,424872,368071
JO,2036,348540,723489,1072029,766154,753755,674769,597818,459279,340420,331904,690037,1021941,733342,722978,644446,572138,439207,389586
JO,2037,346427,719895,1066322,761002,761644,681130,601507,474758,360524,329889,686442,1016331,728204,730796,651195,575895,454112,412065
JO,2038,344421,716334,1060755,755659,768730,687151,604943,489939,381300,327987,682889,1010876,722902,737847,657650,579003,469095,435252
JO,2039,342780,712741,1055521,750386,774252,693398,608972,504025,402596,326439,679319,1005758,717671,743330,664258,582595,483460,458824
JO,2040,341674,709078,1050752,745374,777689,700267,614184,516452,424290,325399,675704,1001103,712688,746690,671329,587472,496681,482557
JO,2041,341126,705355,1046481,740727,778890,707847,620760,527036,446325,324886,672056,996942,708049,747772,678928,593894,508538,506385
JO,2042,341032,701626,1042658,736461,778032,715972,628522,535919,468690,324801,668423,993224,703776,746765,686916,601656,519066,530391
JO,2043,341206,697971,1039177,732534,775504,724320,637063,543443,491411,324970,664879,989849,699833,744083,695033,610258,528451,554743
JO,2044,341432,694484,1035916,728869,771777,732538,645892,550013,514524,325190,661515,986705,696155,740223,702993,619109,536909,579646
JO,2045,341511,691265,1032776,725378,767284,740347,654557,555954,538060,325273,658418,983691,692659,735640,710573,627712,544569,605285
JO,2046,341276,688409,1029685,721971,762382,747583,662704,561475,562039,325060,655679,980739,689259,730697,717648,635730,551437,631812
JO,2047,340602,686003,1026605,718561,757326,754221,670094,566637,586464,324430,653383,977813,685862,725643,724204,643016,557374,659325
JO,2048,339413,684132,1023545,715065,752257,760377,676617,571349,611318,323306,651609,974915,682379,720605,730347,649635,562085,687878
JO,2049,337673,682874,1020547,711403,747217,766302,682279,575368,636578,321648,650433,972081,678713,715596,736295,655843,565131,717476
JO,2050,335389,682302,1017691,707498,742144,772389,687208,578311,662195,319455,649927,969382,674766,710511,742381,662092,565927,748074
JP,1950,5718489,9168671,14887160,8135002,5121402,4571818,3722583,2472116,1714706,5486966,8945135,14432101,8122921,6161490,4934312,3631890,2550561,2365675
JP,1951,5526925,9598354,15125279,8247303,5358525,4600602,3786537,2529514,1783713,5296004,9341426,14637429,8215653,6350568,5023376,3720759,2595088,2450033
JP,1952,5333107,9910334,15243442,8354139,5623094,4618197,3852812,2592793,1846439,5106757,9628108,14734865,8306869,6543948,5114285,3812497,2644797,2522998
JP,1953,5135259,10142946,15278206,8439968,5909096,4625684,3920303,2661927,1904689,4915595,9838423,14754018,8383701,6737848,5205403,3909815,2702382,2587987
JP,1954,4934033,10323150,15257184,8497002,6209598,4626533,3987693,2736491,1960102,4721746,9996042,14717789,8439738,6928832,5296375,4014087,2769371,2647940
JP,1955,4732506,10466529,15199035,8525203,6516744,4626585,4053465,2815656,2014160,4527297,10115067,14642365,8475028,7113798,5388120,4125351,2846135,2705314
JP,1956,4536361,10576627,15112987,8532803,6821622,4634285,4115848,2898163,2068179,4337397,10199475,14536871,8496521,7289977,5482934,4242217,2931815,2762074
JP,1957,4353706,10645611,14999317,8535789,7114399,4660455,4172868,2982349,2123312,4160054,10243667,14403721,8517624,7454937,5584392,4361956,3024391,2819703
